Folder Number;Image Number;Image Description ;Date;License;Place;Specific Location;Place in TWKM Database;Holder;Distinct Holder Name ;Holder in TWKM Website;Archaeological Site;Distinct Archaeological Site Name;Archaeological Site in TWKM Website;Archaeological Site in TWKM Database;Artefact Name;Distinct Artefact Name;Artefact Type;Artefact Type in TWKM Database;Artefact in TWKM Database;Catalogue Number;Publication;Zotero-ID;Inventory Number;Note;Creator of Image;Publications;Collection ;Editing State
7;KHM_1994_F481_R01_06;PNK, Facade Decoration;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Architectural Sculpture;PNK: KHM 7 - 58;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;KHM 7 - 58;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 201.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R02_07;PNK, Facade Decoration;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Architectural Sculpture;PNK: KHM 7 - 57;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;KHM 7 - 57;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 200.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_13;PNK, Stela, Upper fragment, Left side;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_14;PNK, Stela, Central fragment, Left side;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_15;PNK, Stela, Lower fragment, Left side;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_16;PNK, Stela, Back and Left sides;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_17;PNK, Stela, Back and Right sides;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R03_18;PNK, Stela, Right side, Upper part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_19;PNK, Stela, Right side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_20;PNK, Stela, Right side, Lower part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_21;PNK, Stone Head;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Statue;PNK: KHM 7 - 55;Statue;http://idiom-projekt.de/voc/artefacttype/concept000003;;KHM 7 - 55;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 199.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_22;PNK, Stone Head;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Statue;PNK: KHM 7 - 55;Statue;http://idiom-projekt.de/voc/artefacttype/concept000003;;KHM 7 - 55;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 199.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_23;PNK, Stone Head;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Statue;PNK: KHM 7 - 55;Statue;http://idiom-projekt.de/voc/artefacttype/concept000003;;KHM 7 - 55;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 199.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R04_24;PNK, Cephalomorphic Stone;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Miscellaneous Sculpture;PNK: KHM 7 - 56;Miscellaneous Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000095;;KHM 7 - 56;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 200.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_25;PNK, Cephalomorphic Stone;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Miscellaneous Sculpture;PNK: KHM 7 - 56;Miscellaneous Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000095;;KHM 7 - 56;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 200.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_26;PNK, Stela, Left side, Upper part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_27;PNK, Stela, Left side, Upper part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_28;PNK, Stela, Left side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_29;PNK, Stela, Left side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R05_30;PNK, Stela, Left side, Lower part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R06_31;PNK, Stela, Left side, Lower part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R06_32;PNK, Stela, Right side, Upper part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R06_33;PNK, Stela, Right side, Upper part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R06_34;PNK, Stela, Right side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R07_35;PNK, Stela, Right side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R07_36;PNK, Stela, Right side, Central part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F481_R07_37;PNK, Stela, Right side, Lower part;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R01_02;Bilimkok, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Bilimkok;BMK;http://mayawoerterbuch.de/sites/bilimkok/;;Bilimkok, Stela 1;BMK: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 6.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R01_05;Dzibilnocac, Stela 1, Upper fragment;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R01_06;Dzibilnocac, Stela 1, Upper fragment;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R01_07;Bilimkok, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Bilimkok;BMK;http://mayawoerterbuch.de/sites/bilimkok/;;Bilimkok, Stela 1;BMK: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 6.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R02_08;PNK, Relief of a phallus;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Miscellaneous Sculpture;PNK: KHM 7 - 59;Miscellaneous Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000095;;KHM 7 - 59;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 201.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R02_09;PNK, Facade Decoration;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Architectural Sculpture;PNK: KHM 7 - 57;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;KHM 7 - 57;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 200.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R02_11;PNK, Facade Decoration (bottom) and PNK, Relief of a phallus;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Architectural Sculpture;PNK: KHM 7 - 58;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;KHM 7 - 58;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 201.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R02_11;PNK, Facade Decoration (bottom) and PNK, Relief of a phallus;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Miscellaneous Sculpture;PNK: KHM 7 - 59;Miscellaneous Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000095;;KHM 7 - 59;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 201.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R03_14;Dzibilnocac, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R03_15;Dzibilnocac, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R03_16;PNK, Stela, Back and Left sides;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R03_17;PNK, Stela, Back and Right sides;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;PNK;PNK;;;PNK, Stela;PNK: KHM 7 - 53;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 7 - 53;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plates 196-198.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R03_18;Bilimkok, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Bilimkok;BMK;http://mayawoerterbuch.de/sites/bilimkok/;;Bilimkok, Stela 1;BMK: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 6.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R04_20;Dzibilnocac, Stela 1, Upper fragment;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R04_21;Dzibilnocac, Stela 1, Upper fragment;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Stela 1;DBN: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 11.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R04_22;Bilimkok, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Bilimkok;BMK;http://mayawoerterbuch.de/sites/bilimkok/;;Bilimkok, Stela 1;BMK: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 6.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
7;KHM_1994_F482_R04_23;Bilimkok, Stela 1;1994;CC By 4.0;Hopelchén;;;Museo Municipal de Hopelchén;MHPL;http://mayawoerterbuch.de/museums/museo-municipal-de-hopelchen/;Bilimkok;BMK;http://mayawoerterbuch.de/sites/bilimkok/;;Bilimkok, Stela 1;BMK: St. 1;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;Mayer, Karl Herbert (1995): Maya Monuments: Sculptures of Unknown Provenance, Supplement 4. Maya Monuments 7. Academic Publishers, Graz.  Plate 6.;idiom_bibliography/items/itemKey/PJC2JKNH;;;Karl Herbert Mayer;;MHPL;public
