Folder Number;Image Number;Image Description;Date;Licence;Place;Place in TWKM Database;Holder;Holder in TWKM Website;Provenance;Distinct Provenance Name;Provenance in TWKM Website;Provenance TWKM Database;Artefact Name;Artefact Type;Artefact Type in TWKM Database;Artefact in TWKM Database;Catalogue Number;Artefact Publication;Artefact Publication Zotero;Inventory Number;Note;Creator of Image;Collection;Additional Publication (here for KHM Media in his own Catalogue publications) Copy from column 18;Additional Publication in Zotero Copy from column 19;Editing Status;Published
5;KHM_1991_F364_R01_01;Acanceh, Structure 1, Stucco Frieze, Detail;1991;CC BY 4.0;Acanceh;;;;Acanceh;ACC;http://mayawoerterbuch.de/sites/acanceh/;;Acanceh, Stucco Frieze (ACC: Frz.);Stucco Mural;http://idiom-projekt.de/voc/artefacttype/concept000221;;;;;;;Karl Herbert Mayer;;;;Public;No
